video_id,title,channel_title,category_id,views,likes,dislikes,comment_total,date
PbW14E2eHJ0,"Zedd, Liam Payne - Get Low (Street Video)",ZEDDVEVO,10,1299453,116354,1299,5245,21.09
GVvqt-8-fz0,"💛BACK TO UNI // settling in, dorm shopping + thrifting, etc",CatCreature,22,116109,10838,47,1041,21.09
zTTaFg2Sq9Y,All I See Is You | Official Trailer | In Theaters October 27,Open Road Films,24,1645382,3980,240,445,21.09
GXoigp2LFnY,I GOT TO MEET VICTORIA BECKHAM IN NEW YORK | VLOG 36,Inthefrow,26,85095,2912,90,402,21.09
w8jscru2mDE,Jerhonda Pace On Allegedly Being Trained To Please R. Kelly,The Real Daytime,24,530450,800,181,554,21.09
vQ3XgMKAgxc,Avicii - Lonely Together ft. Rita Ora,AviciiOfficialVEVO,10,3283758,126657,1910,3844,21.09
fUffrvUjwCY,MACKLEMORE FEAT KESHA - GOOD OLD DAYS,Macklemore LLC,10,780097,45384,500,2519,21.09
KFOZbLzp68c,I’m Sick Of Watching This! | Leicester 2-0 Liverpool | Chris’ Uncensored Match Reaction,The Redmen TV,17,35315,631,65,506,21.09
Tu56ENinU9w,Jogger Dubbed 'The Mad Pooper' Wanted for Defecating in Yards,2017 FlashTrendinG,22,560152,197,13,303,21.09
r1f8hd4yh0c,Handcuffing My Boyfriend To Cameron Dallas For A Day,Rclbeauty101,24,1776045,61018,1489,5115,21.09
MMoGPjZEfb4,Journalist films home swaying as earthquake hits Mexico,The Telegraph,25,104957,261,58,63,21.09
59X_zkBglEY,Trap Kitchen: How Two Opposing Gang Members Formed A Bond Over Food,Breakfast Club Power 105.1 FM,24,205119,4340,105,1219,21.09
GlqXtCOaKb4,Heung-Min Son has different celebrations with everyone! | Eric Dier Teammates 2.0,Soccer AM,17,60434,1777,26,66,21.09
Z-LmHjkN2EU,"Xov xwm-ເຂື່ອນນໍ້າອ້າວ( nam ao dam ) tawg txaus ntshai tiag tiag li nyob xeev khuam, laos 9/11/2017",Xov Xwm_Lom Zem,22,925727,2339,108,731,21.09
_MEFyG-IE_I,Tomb Raider - Trailer Review,Jeremy Jahns,24,222217,9173,203,2104,21.09
ZW4jOlyj-sM,Japan vs USA | How different are fast food menus?,Rachel and Jun,22,264589,14312,434,2051,21.09
UONnRMuuDps,"CNCO, Little Mix - Reggaetón Lento (Remix) [Official Video]",littlemixVEVO,10,8548810,555283,19380,46289,21.09
AsQgxPjhqXU,"Pink Hair, Don't Care! | Weekly 35",SprinkleofChatter,22,149915,5962,74,973,21.09
dXhDtNRYc4Y,COME WITH ME TO FASHION WEEK + POTS | Samantha Maria,SamanthaMariaVlogs,26,79727,3350,71,258,21.09
cvaVRlWltD4,How To Make Your FAVE COMFORT FOOD out of CAKE! GIANT BAKED POTATO | Yolanda Gampp | How To Cake It,How To Cake It,26,585735,36540,258,6514,21.09
gOiFXYjWAtA,Manchester United's Romelu Lukaku Chant About 24 Inch Penis,Manchester United Oddities,17,29543,390,59,0,21.09
mOrdWbqp85E,Leonard Cohen - Leaving the Table,LeonardCohenVEVO,10,94496,2290,49,249,21.09
a9ITIaKzG3A,Official Call of Duty®: WWII - Story Trailer,Call of Duty,20,1046066,68525,1789,15824,21.09
6S3U-xlVIhQ,did Dan get TOO TAN??,danisnotinteresting,22,284192,26762,138,2938,21.09
CGN6QXv7sfs,Hidden NES Golf game on Nintendo Switch. A tribute to Satoru Iwata.,fire3element,20,168153,1886,44,269,21.09
L6QAx5mqFKU,I Ate Like Kourtney Kardashian For A Week,Candace Lowry,22,180210,5841,366,360,21.09
MBdVXkSdhwU,BTS (방탄소년단) 'DNA' Official MV,ibighit,10,37982279,1950226,75273,713271,21.09
m59HKBUi3cY,EVERYTHING I'VE BEEN OBSESSED WITH | Gigi,Gigi Gorgeous,26,148457,5114,287,618,21.09
vpcDYc_4gV4,Mexico 7.1 Earthquake: 'Absolutely Horrific Images' | MSNBC,MSNBC,25,804722,2737,473,3076,21.09
sWW9fP4v3Ew,Alanyaspor 0-1 Fenerbahçe 17' Vincent Janssen,TESLACI,17,48392,0,0,77,21.09
N7DWig025Ig,MY 24TH BIRTHDAY! *Treasure Hunt*,PointlessBlogVlogs,24,574511,41315,265,438,21.09
56kiI-JKSdY,Confession: I'm Always SWEATY! Hyperhidrosis Tips! | Jackie Aina,Jackie Aina,26,169412,13801,191,3671,21.09
rZ2vh8rZd18,FAN-REQUESTED Steampunk Cake | Man About Cake SEASON 6 PREMIERE with Joshua John Russell,Man About Cake,26,106014,6494,40,440,21.09
JgYfZAjOgEM,10 YEAR SURPRISE REACTION | Tyler Oakley,Tyler Oakley,24,448586,53310,173,5822,21.09
PgEC7yHHXdM,Cavaliers motivated to beat Kyrie Irving and Celtics this season | The Jump | ESPN,ESPN,17,247620,2037,94,1272,21.09
p1WJ01Ij9AQ,FULL FACE MAKEUP USING ONLY HARDWARE TOOLS!!,Liza Koshy Too,23,2744505,259088,1395,7409,21.09
zEZQ9v4h85k,SPURS 1-0 BARNSLEY | DELE'S WINNER,Tottenham Hotspur,17,20265,557,9,74,21.09
6Vb6Z9i5sHs,На учениях «Запад-2017» на полигоне в Ленобласти боевой вертолет попал ракетами по зрителям,Мегаполис,2,253570,724,97,674,21.09
_n0Ps1KWVU0,Björk: The Gate,NOWNESS,1,539958,13853,412,1372,21.09
t3oar3hIDWA,EMMY FASHION REVIEW // Grace Helbig,Grace Helbig,22,217556,15049,57,614,21.09
-2hRYEFiPSA,"Mike Shinoda of Linkin Park - KROQ Interview: September 18 2017 - One More Light, Chester Bennington",LPAssociation,10,118900,4052,23,278,21.09
E5Hfl6Nqw3Q,Cardi B - Bodak Yellow (feat. Kodak Black) [Remix],Cardi B,22,442986,13579,1365,1829,21.09
0Jjm3d_7N6A,My UNEDITED Morning Routine! | Amelia Liana,Amelia Liana,26,63628,2095,129,161,21.09
XMLFHjlxh7Y,Resumen de Real Sociedad vs Real Madrid (1-3),LaLiga Santander,17,538102,3274,377,211,21.09
mxNS5Wx06sU,Infrared pothole repair cheaper and more efficient,FOX31 Denver,24,24610,34,4,14,21.09
XlP_jnRbd4c,Boris ambushed by press pack - I'm not resigning,Norman Smith,23,15206,57,29,124,21.09
MTlk0ioNTlM,Tunnel Cam | Leicester City vs Liverpool | 2017/2018,LCFC,17,2449,111,0,10,21.09
puckf6JLxc0,Behind The Scenes at Crumbs & Doilies' S'mores Alaska Party! | Cupcake Jemma,CupcakeJemma,26,46068,2093,10,85,21.09
NeSzAJv6naY,Scout Schultz shooting by Georgia Tech police [long],STOP/RESET,22,258244,450,23,1421,21.09
kardu8vDOJ0,Anna Wintour Reflects on London's Spring 2018 Collections | Vogue,Vogue,24,29727,1279,15,71,21.09
l5emRMah1Q4,Richard Madeley clashes with Charles Bronson's fiancee Paula Williamson​ ​,Latest News 24,25,7627,8,19,35,21.09
uQhr1sfgJis,Eddie Bravo's Hilarious Game of Thrones Rant (Spoilers) - Joe Rogan,JRE Clips,23,200116,1911,148,1120,21.09
dYstFRuPz8A,Rick and Morty: Has Rick Changed?,ScreenPrism,1,625150,10112,904,1043,21.09
RaYqX-0AwRw,Apple Music — Clive Davis: The Soundtrack of Our Lives Trailer — Apple,Apple,28,95009,1698,215,0,21.09
9m2Ozq_1-jY,BTS (방탄소년단) - Pied Piper Lyrics [Color Coded_Han_Rom_Eng],Hamtaro Gasa,22,464723,16691,83,1270,21.09
equByOb9j5E,Burning device filmed on tube carriage at Parsons Green station,Guardian Wires,25,1164304,2976,1188,2002,21.09
d8U5funnyA8,Why Does the Mac Mini Exist in 2017?,Austin Evans,28,912014,20856,1400,3058,21.09
pmWORtNBl1A,MIGOS x MONTREALITY ⌁ Interview,MONTREALITY,24,50968,979,39,175,21.09
uS2OKUrbh-w,PROJECT CARS 2 CEO Q and A with Ian Bell & Gameplay: Interactive Live Stream with Chat,SpotTheOzzie,20,19984,424,42,76,21.09
OeRx4G8Gxnw,WATCH: Lil Wayne sing the Friends theme song - NFL edition | FOX NFL,FOX Sports,17,66710,546,36,87,21.09
unByRjDRA34,MAKING KYLIE JENNER'S CLOTHES *for cheap!*,Amber Scholl,26,400789,24129,382,2101,21.09
dMAk3PRn5_0,The Ghosts of America,Murdoch Murdoch 2 The Reichkening,22,39262,3964,89,1229,21.09
y0kQ2Jrk2Ng,Juicy J - Intro (Prod by $uicideBoy$) [Highly Intoxicated],DatPiff,10,92036,2306,11,111,21.09
q1nvv1o1z3M,"Tom Clancy’s Ghost Recon Wildlands: Ghost War Classes: Tank, Artillery, Enforcer | Trailer | Ubisoft",Ubisoft US,20,57863,1398,85,287,21.09
lbhnmwosgBo,Crystal Maze Contestant Gets Stuck on Planet,The Crystal Maze,24,126328,1255,64,288,21.09
nivfxoep6Rs,We need to talk,RomanAtwoodVlogs,22,2423420,143709,7835,11641,21.09
WYoWaouvXXA,DIY QUEEN - LAURDIY (OFFICIAL MUSIC VIDEO),LaurDIY,26,2696869,230866,16063,28571,21.09
aizefBpQCKo,Luke Rockhold defeats David Branch| Highlights | UFC FIGHT NIGHT,UFC ON FOX,17,280559,1401,78,575,21.09
gDFZS0BVsBY,How The Cast Of It Should Really Look,Looper,24,1483074,13189,1383,1198,21.09
4jfET_Xaq9w,FLYING TO MY HOMELAND! - World Flight Episode 18,FunForLouis,22,121329,3591,121,391,21.09
u414OyWo6e4,"In Development: Ana, Skins, Sprays, and More!",Heroes of the Storm,20,322020,6081,244,1163,21.09
LBLGo2y_BBU,100% PURE UNCUT HOLO *not drugz* *for nails*,Simply Nailogical,24,2050385,89879,1483,11666,21.09
Gx79I586J5w,Highlights | Millwall 1-0 Leeds,Millwall FC,17,17085,197,37,58,21.09
ZVsbuRSmL14,"HIGHLIGHTS | MIDDLESBROUGH 3, QPR 2 - 16/09/17",Queens Park Rangers FC,17,13846,96,6,34,21.09
0H3MirHyX2w,Sperm Donor Meets His 19 Children All Together,Inside Edition,25,962408,7207,341,1113,21.09
VWLTBjsm4Po,Chelsea v Arsenal | Road Trip To Stamford Bridge!,ArsenalFanTV,17,75075,1708,110,599,21.09
TAkfpRPcZOw,INSECURE Season 2 TRAILER (2017) HBO Series,Series Trailer MP,1,77626,305,105,72,21.09
QGEt1UctaO4,Getafe vs Barcelona 1-2 - All Goals & Extended Highlights - La Liga 16/09/2017 HD,GOLAZO TV,17,1067765,4378,354,484,21.09
SHq2qrFUlGY,Shakira - Perro Fiel (Official Video) ft. Nicky Jam,shakiraVEVO,10,27733098,547626,40986,38712,21.09
EXCHJB37llQ,Crotone - Inter 0-2 - Highlights - Giornata 4 - Serie A TIM 2017/18,Serie A TIM,17,65205,640,32,43,21.09
L9IDqn-qt98,El ridículo penal de Teo Gutiérrez. Junior-Tigres,Botingol TV,17,397265,145,42,127,21.09
7-PlbuWWceE,Daniel Dubois vs. AJ Carter,BoxingFan333,17,120717,176,15,94,21.09
cIKDbii1vZI,I Saw Her Standing There Paul McCartney & Bruce Springsteen@MSG New York 9/15/17,Jim Powers,10,125418,651,17,67,21.09
Me72dNRpjcU,Jessie J - Think About That,JessieJVEVO,10,1865567,71235,2873,4458,21.09
a60eCadP1Fo,Nadine Coyle - Go To Work,NadineCoyleVEVO,10,62553,1671,115,256,21.09
krNNMFpA1wY,Miley Cyrus - See You Again in the Live Lounge,BBCRadio1VEVO,10,1875354,71307,1178,3656,21.09
MeGyZJiB-FQ,BF/GF PRANK WARS HAVE BEGUN!,Wassabi Productions,24,1079590,42067,1178,4098,21.09
Q2Ku7ELCBag,PLAYING WITH MAGIC MAKEUP?? | NikkieTutorials,NikkieTutorials,26,2440988,122262,1777,8380,21.09
ZT1JsE_YbFs,3 DIY FRUIT FLAVORED CUPCAKES!,Rosanna Pansino,26,689115,26657,415,4942,21.09
NDx7yhahKf8,"Live Stream: Canelo vs. Golovkin Official Weigh-In – Friday, Sept. 15 at 3:30pm ET/12:30pm PT",HBOBoxing,1,851393,3500,471,0,21.09
QCI_yhwQQgA,Duke Johnson's Insane One-Handed Grab! | Can't-Miss Play | NFL Wk 2 Highlights,NFL,17,23851,190,3,67,21.09
0QgTwwloZL8,Liverpool 1-1 Burnley: Jurgen Klopp Post-Match Press Conference,This Is Anfield,17,31785,181,71,404,21.09
74zJ4scJzNs,The Insane Full House Theory That Might Be True,Cracked,23,1301497,17755,5858,2880,21.09
p89x77BhIEY,Bizarre! Billy Joe Saunders' son punches opponent at the weigh-in,BT Sport,17,241147,293,76,106,21.09
KXwgUbuFF3M,STILL THE BEAST OF FIFA? RIO TELLS AKINFENWA HIS FIFA 18 RATINGS!,Rio Ferdinand Presents FIVE,24,212042,6296,83,202,21.09
V3Hjn92UG_o,Stormzy - Sweet Like Chocolate (Shanks & Bigfoot cover) in the Live Lounge,BBC Radio 1,10,355837,8488,221,370,21.09
Uc32z-wgxU4,Game of Thrones Conquest & Rebellion: An Animated History of the Seven Kingdoms (Clip),GameofThrones,1,2198954,58116,425,2132,21.09
hP8_5cJujRQ,EXPOSING WHAT MY SCHOOL WAS LIKE,MoreMarcus,22,71907,4944,63,897,21.09
7YAAyUFL1GQ,Fall Out Boy - The Last Of The Real Ones,FallOutBoyVEVO,10,2771478,129302,2445,12424,21.09
V-dCijSCKZY,Pregnancy CHAT & BUMP Update! 19-23 Weeks | Fleur De Vlog,FleurDeVlog,22,201003,9034,161,1163,21.09
6x62O8A8qHw,ALL THE MONEY IN THE WORLD - Official Trailer (HD),Sony Pictures Entertainment,24,2057738,6010,278,758,21.09
kk3ZcRtKt6Y,Bayern Munich vs. Mainz | 2017-18 Bundesliga Highlights,FOX Soccer,17,150267,1033,21,96,21.09
_5wCA9OM00o,NEVER BEEN THIS NERVOUS TO MEET SOMEBODY!,Estée Lalonde,22,87582,2835,92,173,21.09
cFMnCIoB1wY,London train explosion being investigated as terrorist attack,Al Jazeera English,25,244048,805,168,659,21.09
AAZbviHZVhE,My Day at Apple with the new iPhone X!,iJustine,22,811698,23684,1805,2808,21.09
gIE105f0ejg,Drawing Weird Australian Phrases (Feat. Draw with Jazza) (mate),TheOdd1sOut,23,2250060,92361,1010,17787,21.09
lno7AN8hLvQ,My Butt Has Some Complaints About Australia,vlogbrothers,22,252885,12873,570,2192,21.09
TE1ZoBI1qj4,When Hazard Destroyed Arsenal 'He Turned Coquelin Into Billy Elliot!',Chelsea Football Club,17,49140,1974,55,106,21.09
X2hNYy6QkKM,Watford 0-6 - Manchester City - Pep Guardiola Full Post Match Press Conference - Premier League,BeanymanSports,17,47458,408,15,174,21.09
Amai7rZpqXg,Baltimore’s Leakin Park : The Scariest Place in America / A Creepy Documentary Featurette,This is Dan Bell.,24,198751,7993,570,2849,21.09
ZQUBjoGm1ls,Red Sparrow | Official Trailer [HD] | 20th Century FOX,20th Century Fox,1,2760379,6327,1218,1152,21.09
8uAyK3xhbUo,New Orleans   Tom Dempsey's Kick   TV Angle 11 8 70,SaintsFan1964,19,12142,6,0,5,21.09
aMhB9sj3J6Y,Time to find out what's wrong at the DOCTORS!,Life of Tom,22,330464,11959,349,937,21.09
8sDXUWNYwIM,We were the better team but had no Game Plan West Brom 0 West Ham 0,West Ham Fan TV,17,12346,164,44,42,21.09
scIizw2asro,Bill Skarsgård's Demonic “IT Smile  - CONAN on TBS,Team Coco,23,8105370,91757,1860,5386,21.09
rCo4gIZu0DY,I Ordered The First 5 Free Things From Wish,Safiya Nygaard,22,4073323,153586,1920,8143,21.09
XV1EkoGWong,Nick Jonas Is the New Late Late Intern,The Late Late Show with James Corden,24,644847,14244,114,372,21.09
gmc4tkVJow8,"De La Ghetto, Daddy Yankee, Ozuna & Chris Jeday - La Formula | Video Oficial",Warner Music,10,22353352,189063,5234,7637,21.09
XIUGqfTkaWk,New! BURTS BEES GOODNESS GLOWS FOUNDATION {First Impression & Demo!} 15 DAYS OF FOUNDATION,thataylaa,26,197166,11029,194,1462,21.09
fcubmjoGH7I,"DID I REALLY BUY SHOES ON EBAY? | YEEZYS, VALENTINO AND STRAIGHT UP COPIES.",Patricia Bright,26,810755,29934,637,2249,21.09
7KrANPZhoFI,Harry Dean Stanton - Blue Eyes Crying In The Rain,shadjal,10,121109,1347,7,85,21.09
WIUx-Ym0I2A,THE PERFECT CLONE,KickThePj,1,74913,11410,29,938,21.09
uAI5rSiGyNY,HOW YOU FEELING? by SUPERFRUIT,SUPERFRUIT,24,246597,23082,154,2033,21.09
nnTcCS07DKQ,Parsons Green: 'There was a human stampede' - BBC News,BBC News,25,92118,448,223,1042,21.09
p_P9J97ELlg,Vampy Fall Look | New Makeup -- Nicole Guerriero,Nicole Guerriero,22,326219,15902,762,1393,21.09
PTuu7r9imtw,"Harry Dean Stanton, Art Garfunkel - 'All I Have To Do Is Dream' - 1994",Simon and Garfunkel News,23,69184,490,5,41,21.09
xcJXT5lc1Bg,The Repo Code - Repo Man (4/10) Movie CLIP (1984) HD,Movieclips,1,125347,436,11,100,21.09
Xul7ku1XxRY,Machine Gun Kelly - Let You Go,MGKVEVO,10,2371874,95444,2622,4112,21.09
RLmqKBRqyA8,LEGO Ultimate Collectors Series Millennium Falcon (2017) Review!,Tested,28,320606,6784,151,603,21.09
sUDEJHbDvWw,I'M SO DONE WITH THIS..,Dina Tokio,22,273337,7781,594,652,21.09
ckulh3cSPuU,Cool Hand Luke - Harry Dean Stanton - Just A Closer Walk With Thee,The Elvish Magic,10,135147,566,12,102,21.09
TngCi2s5rmk,The Impossible Big Mac Challenge DESTROYED,Matt Stonie,24,2498237,81896,1880,9274,21.09
FgSSk7xLW9w,Trapped in a Snake Tank Pt. 2: 6ft Boa Constrictor,Good Mythical Morning,23,1472687,40672,548,3996,21.09
hMfIIxf8ADo,Close look at Victoria Beckham Make up Products,pixiwoo,26,126941,4997,127,466,21.09
F4ELqraXx-U,Lana Del Rey - White Mustang (Official Video),LanaDelReyVEVO,10,5717480,286651,4830,20533,21.09
grmRVWlb1r0,Rick and Morty Season 3 Best Scenes - Recreated in Fallout 4 (MODS) - Part 1,UpIsNotJump,20,146872,4572,266,312,21.09
CI1C_zEVNmI,Gucci Mane - Curve feat The Weeknd [Official Audio],OfficialGucciMane,10,3229550,80686,1721,3383,21.09
CYoRmfI0LUc,"Hello, world. Meet our baby girl: Alexis Olympia Ohanian, Jr.",Alexis Ohanian,28,2405696,24166,4785,7854,21.09
k3_okqCU1so,OUR WEDDING PHOTOS,Helen Anderson,22,48351,2809,46,127,21.09
bAdqazixuRY,AUTOMATICA 4k - Robots Vs. Music - Nigel Stanford,Nigel John Stanford,10,438897,14170,126,923,21.09
bvomHFZO0mk,Official US Find Your Voice Trailer - Disney/Pixar's Coco,Disney•Pixar,1,1163799,12764,907,1887,21.09
uNseVux0CA4,IT PENNYWISE GLAM HALLOWEEN MAKEUP TUTORIAL,Glam&Gore,22,707120,64511,258,3685,21.09
w-n3qiLeVqg,"Life After Hate | September 13, 2017 Act 3 | Full Frontal on TBS",Full Frontal with Samantha Bee,22,439914,8013,1926,1037,21.09
Q07Cp6tswnQ,"The Road to 5,000,000! [LIVE]",Marques Brownlee,28,853150,39640,859,4230,21.09
0eKdNcP4xrM,"SOY PABLO Extended Trailer  -- A Bad Lip Reading of Narcos, a Netflix Original Series",Bad Lip Reading,23,1352324,52322,1014,3220,21.09
ame5L8HJ6i0,TWIN PEAKS 2017 clip - Red River Valley,Aidan Pang,1,67744,675,3,81,21.09
xHvVhhFvLtY,SPIKED by a Sea Urchin?,Brave Wilderness,15,2509842,49125,1009,5952,21.09
rFFo-0v_vi4,WATERMELON FREAKSHAKE CUPCAKES- The Scran Line,The Scran Line,26,64132,2757,54,225,21.09
crSTFbyksFk,Sarah Sanders Ducks Question About Donald Trump's Hypocrisy,Chris York,22,7149,7,26,9,21.09
9HIkG6vMk6E,WELCOME BABY TAIKA!,Bart & Geo,22,532952,35035,203,4749,21.09
H7ojygIbMYk,Lethal Bizzle Teaches Dame Judi Dench How To Rap,LADbible,24,221705,2153,48,146,21.09
EbthMC6spAE,Norm Macdonald Is A Comic Genius,Nerdwriter1,24,405309,18409,736,1617,21.09
twzJzolIl_A,PUBG AIRSOFT - REAL LIFE BATTLEGROUNDS!,Node,20,1467135,28989,1335,2178,21.09
LolP3Y7_Irs,BLINDFOLD GYMNASTICS CHALLENGE😱,Nile Wilson,17,327083,9446,442,359,21.09
pOZ5FrTMQMA,Grace VanderWaal - Just The Beginning,GraceVanderWaalVEVO,10,198810,20016,81,887,21.09
7gcl6t7P3qw,The Floor is Lava,RocketJump,1,2171509,75452,2128,2845,21.09
xQFuL2KYRdc,13 Things My Hearing Friends Should Know // International Week of the Deaf [CC],Jessica Kellgren-Fozard,22,2762,369,2,62,21.09
7bdZn5MKugo,"NYFW, LIMO RIDES & A BIG UNBOXING | Carli Bybel",Carli Bybel,26,485585,18122,684,2356,21.09
6731LIO2LKI,Mayweather Calls Out Trump Hysteria,A1Cvenom,23,110824,1247,22,559,21.09
oK4me2hI_Jo,VICTORIA BECKHAM COLLECTION | Hot or Not,Tati,26,747260,31174,712,2350,21.09
LP4qYyTPyl4,IS IT A SCAM?? || SHEIN TRY-ON HAUL,leighannsays,26,121960,4753,232,641,21.09
0qfgZJNCCJQ,Everytime The Beat Drops With The Chainsmokers | Ranz and Niana,Ranz Kyle,22,465976,29803,302,2311,21.09
CuXq1hOa8_Y,London police investigate explosion on train,ABC News,25,51240,378,60,433,21.09
uV002CSNDac,Dillon Francis Hurts His Body with Spicy Wings | Hot Ones,First We Feast,26,841653,26170,484,2989,21.09
cxLQAuQsOWI,Dua Lipa x Gallant // In The Room // Episode 6,Gallant,10,245725,13996,74,459,21.09
ILnm4SGBU3g,PRETTYMUCH - Would You Mind (Official Video),PrettyMuchVEVO,10,358141,28676,712,3011,21.09
47XGull36jM,"Steve Aoki & Bad Royale - $4,000,000 feat. Ma$e & Big Gigantic (Official Video) [Ultra Music]",Ultra Music,10,231737,6080,493,221,21.09
-Ifnaxi2LQg,Fergie - You Already Know ft. Nicki Minaj,FergieVEVO,10,4960909,145518,11388,9353,21.09
ulVEd-TRl90,FENTY BEAUTY - Worth The Hype?! | Fleur De Force,Fleur DeForce,26,189979,6598,185,508,21.09
sjlHnJvXdQs,iPhone X (parody),jacksfilms,23,3551892,168919,2095,9727,21.09
Q1eQw4ycgQM,261 kph WATER ROCKET TRIKE ǀ 0-100 kph in 0.55 second (5.1g) ǀ Rider: François Gissy,François Gissy,2,540463,1132,21,78,21.09
hlBAN-vY7y4,Buying Things For The House & Getting Hurt | Tanya Burr,Tanya Burr,26,448516,12746,430,337,21.09
924olvhb2pU,渡辺信一郎監督 ブラックアウト 2022 予告,SonyPicturesJapan,1,223785,1605,13,112,21.09
1MA8LIQ5Tec,Everything I Ate In PARIS | Food Diary Friday Vlog | Melanie Murphy,Melanie Murphy,22,41129,2649,53,546,21.09
8ndhidEmUbI,TOMB RAIDER - Official Trailer #1,Warner Bros. Pictures,24,6941665,56646,15146,16177,22.09
OZAfse9Pb4c,What If the Whale Swallowed You Alive?,Meet Arnold,22,2565802,69109,3903,10216,22.09
lIY6zFL95hE,Marvel's The Punisher | Official Trailer [HD] | Netflix,Netflix,24,4485294,122289,1665,16461,22.09
7KS2oJPzeZk,Darci Lynne and Terry Fator Deliver An Unbelievable Performance - America's Got Talent 2017,America's Got Talent,24,2797438,30551,1600,2847,22.09
qR1EM-RIZNk,JUMANJI: WELCOME TO THE JUNGLE (OFFICIAL TRAILER),The Rock,24,648040,18891,1609,2395,22.09
xnNs1naIbvA,"Return To The Bristol Hippodrome! | Watch Me, Wednesday!",ItsWayPastMyBedTime,24,78160,4367,52,491,22.09
2d-kZs0zPps,Curvy Maternity Outfit Diary!,Sprinkleofglitter,26,168453,8053,150,439,22.09
gYqThW71pc0,"IT (2017), The Fan REACTION at Cinema!",Rosario Marciano,24,764033,6267,740,1183,22.09
cOlibbx5sx0,Jimmy Kimmel on Bill Cassidy’s Health “Care” Bill,Jimmy Kimmel Live,23,1294898,30834,2278,5051,22.09
xQap9P6g5_8,A DAY IN NEW YORK | Lily Pebbles,Lily Pebbles,26,64708,2656,106,199,22.09
0ptNpGfMRCg,Gold iPhone 8 Plus Unboxing & First Impressions!,EverythingApplePro,24,1632284,44723,1839,6756,22.09
85cgOHCUeaA,Kevin Hart's Alleged Mistress Exposed,Wendy Williams,24,848653,6674,1058,1656,22.09
z9NvH2A6b-s,My Holiday Outfit Diary | A Week In Outfits | Zoella,Zoella,26,1029241,64489,800,3088,22.09
S64VJiCGMIk,"Shane McMahon promises to take Kevin Owens to Hell: SmackDown LIVE, Sept. 19, 2017",WWE,17,570259,12180,223,1027,22.09
1kVLpFilePw,Lip Sync Conversation with Demi Lovato,The Tonight Show Starring Jimmy Fallon,23,1071686,79825,540,2223,22.09
f2oUaPFlbW8,Half in the Bag Episode 132: mother!,RedLetterMedia,24,310347,11024,180,3265,22.09
iL_-GwbEP4g,Morrissey - Spent the Day in Bed (Official Lyric Video),MorrisseyOnVEVO,10,222492,5080,201,714,22.09
Lf3ER5Ope_s,How American Gothic became an icon,Vox,25,376257,11036,441,731,22.09
J_ub7Etch2U,Sam Smith - Too Good At Goodbyes (Official Video),SamSmithWorldVEVO,10,10193845,372289,7707,19657,22.09
paXOkGMyG8M,Sia - Rainbow (From The 'My Little Pony: The Movie' Official Soundtrack) (Official Video),SiaVEVO,10,2249570,132417,2340,11371,22.09
JLgUdZ5_CDg,England Women 6-0 Russia Women (2019 World Cup Qualifier) | Official Highlights,FATV,17,17374,324,31,175,22.09
Tm8LGxTLtQk,One More Light (Official Video) - Linkin Park,Linkin Park,10,7034721,586232,5527,52039,22.09
L9x9V1y_8YQ,AN EMOTIONAL DAY :(,SACCONEJOLYs,22,173064,8131,216,551,22.09
cVnkoYiWLgM,Can Space Travel Help Us Live Underwater? - Earth Lab,BBC Earth Lab,24,9330,326,23,63,22.09
GVvqt-8-fz0,"💛BACK TO UNI // settling in, dorm shopping + thrifting, etc",CatCreature,22,148161,12069,61,918,22.09
PbW14E2eHJ0,"Zedd, Liam Payne - Get Low (Street Video)",ZEDDVEVO,10,1731454,136781,1521,5630,22.09
GXoigp2LFnY,I GOT TO MEET VICTORIA BECKHAM IN NEW YORK | VLOG 36,Inthefrow,26,97168,3113,121,421,22.09
MMoGPjZEfb4,Journalist films home swaying as earthquake hits Mexico,The Telegraph,25,113678,277,61,65,22.09
fUffrvUjwCY,MACKLEMORE FEAT KESHA - GOOD OLD DAYS,Macklemore LLC,10,947615,48857,569,2687,22.09
Tu56ENinU9w,Jogger Dubbed 'The Mad Pooper' Wanted for Defecating in Yards,2017 FlashTrendinG,22,755089,301,26,459,22.09
vQ3XgMKAgxc,Avicii - Lonely Together ft. Rita Ora,AviciiOfficialVEVO,10,3738556,134171,2032,4062,22.09
59X_zkBglEY,Trap Kitchen: How Two Opposing Gang Members Formed A Bond Over Food,Breakfast Club Power 105.1 FM,24,229642,4645,117,1068,22.09
zTTaFg2Sq9Y,All I See Is You | Official Trailer | In Theaters October 27,Open Road Films,24,2062725,4085,243,485,22.09
w8jscru2mDE,Jerhonda Pace On Allegedly Being Trained To Please R. Kelly,The Real Daytime,24,560459,836,186,580,22.09
fNF4m_Js60s,MY SKINCARE ROUTINE!,Jess Conte,24,219942,15970,85,2295,22.09
r1f8hd4yh0c,Handcuffing My Boyfriend To Cameron Dallas For A Day,Rclbeauty101,24,2016293,67210,1625,5396,22.09
CGN6QXv7sfs,Hidden NES Golf game on Nintendo Switch. A tribute to Satoru Iwata.,fire3element,20,239391,2695,76,414,22.09
ISlHcyYZwx8,I Had 200 Procedures & 6 Ribs Removed to Look Like Wonder Woman | This Morning,This Morning,24,589664,2173,2140,0,22.09
